TimeGenerated,UserPrincipalName,IPAddress,ResultType,ResultDescription,Location,City,AppDisplayName,ClientAppUsed,DeviceDetail,LogonType,RiskLevelDuringSignIn,IsInteractive,ConditionalAccessStatus,AttackPattern
2026-02-25T05:39:21Z,admin@contoso.com,172.16.0.5,0,Success,United States,Toronto,Azure Active Directory,Edge 120,iOS 17,Network,none,True,notApplied,Normal
2026-02-25T05:41:21Z,jane.smith@contoso.com,172.16.0.5,0,Success,Germany,Sydney,Azure Active Directory,Chrome 120,Unknown,Service,none,True,success,Normal
2026-02-25T05:42:21Z,admin@contoso.com,192.168.1.42,0,Success,Canada,New York,OneDrive,Unknown,Windows 11,Service,none,True,success,Normal
2026-02-25T05:43:21Z,david.clark@contoso.com,192.168.1.25,0,Success,Germany,Berlin,Microsoft Teams,Internet Explorer 11,Android 14,RemoteInteractive,none,False,success,Normal
2026-02-25T05:50:21Z,finance01@contoso.com,192.168.1.10,0,Success,United States,New York,Outlook Web Access,Firefox 121,Windows 11,Batch,none,True,success,Normal
2026-02-25T05:50:21Z,david.clark@contoso.com,10.0.0.12,0,Success,United Kingdom,Sydney,Microsoft 365 Admin Center,Firefox 121,MacOS 13,Network,none,False,failure,Normal
2026-02-25T05:51:21Z,jane.smith@contoso.com,192.168.1.10,0,Success,Canada,Berlin,Azure Active Directory,Unknown,MacOS 14,Network,none,False,success,Normal
2026-02-25T05:52:21Z,sarah.lee@contoso.com,172.16.0.5,0,Success,Canada,Sydney,Azure Active Directory,Chrome 120,Windows 10,Interactive,none,True,success,Normal
2026-02-25T05:52:21Z,mary.jones@contoso.com,10.0.0.5,0,Success,Australia,London,SharePoint Online,Firefox 121,MacOS 13,Service,none,True,success,Normal
2026-02-25T05:52:21Z,john.doe@contoso.com,192.168.1.25,0,Success,United Kingdom,New York,Azure Active Directory,Safari 17,Android 14,Network,none,False,success,Normal
2026-02-25T05:53:21Z,alice.brown@contoso.com,172.16.0.20,0,Success,Germany,London,Azure Active Directory,Safari 17,iOS 17,Interactive,none,False,notApplied,Normal
2026-02-25T05:53:21Z,alice.brown@contoso.com,10.0.0.5,0,Success,Germany,Sydney,OneDrive,Safari 17,Unknown,Network,none,True,failure,Normal
2026-02-25T05:55:21Z,john.doe@contoso.com,172.16.0.5,0,Success,United States,Sydney,OneDrive,Chrome 120,MacOS 13,Interactive,none,False,success,Normal
2026-02-25T05:57:21Z,helpdesk@contoso.com,192.168.1.10,0,Success,United States,Berlin,OneDrive,Internet Explorer 11,MacOS 14,Service,none,True,success,Normal
2026-02-25T05:58:21Z,admin@contoso.com,192.168.1.10,0,Success,Canada,London,Microsoft Teams,Internet Explorer 11,Unknown,RemoteInteractive,none,False,notApplied,Normal
2026-02-25T06:03:21Z,sarah.lee@contoso.com,10.0.0.5,0,Success,Canada,Sydney,Office 365 Exchange Online,Internet Explorer 11,MacOS 13,Service,none,True,success,Normal
2026-02-25T06:04:21Z,mary.jones@contoso.com,172.16.0.5,0,Success,Australia,London,Azure Portal,Safari 17,Windows 10,RemoteInteractive,medium,False,success,Normal
2026-02-25T06:08:21Z,ceo@contoso.com,10.0.0.5,0,Success,Australia,London,Office 365 Exchange Online,Edge 120,Unknown,Network,none,True,success,Normal
2026-02-25T06:08:21Z,it.admin@contoso.com,192.168.1.10,0,Success,Australia,Sydney,Azure Portal,Unknown,Unknown,Interactive,none,False,success,Normal
2026-02-25T06:10:21Z,svc.backup@contoso.com,172.16.0.20,0,Success,Germany,Berlin,Microsoft Teams,Safari 17,Unknown,RemoteInteractive,none,False,success,Normal
2026-02-25T06:12:21Z,john.doe@contoso.com,192.168.1.10,0,Success,Canada,Berlin,Azure Active Directory,Chrome 120,Unknown,Service,none,False,success,Normal
2026-02-25T06:13:21Z,svc.azure@contoso.com,10.0.0.33,0,Success,United States,London,Office 365 Exchange Online,Safari 17,iOS 17,Interactive,none,True,success,Normal
2026-02-25T06:13:21Z,alice.brown@contoso.com,10.0.0.12,0,Success,United Kingdom,Berlin,Azure Active Directory,Internet Explorer 11,Windows 11,Service,none,True,failure,Normal
2026-02-25T06:13:21Z,ceo@contoso.com,172.16.0.5,0,Success,Australia,Toronto,Microsoft Teams,Chrome 120,MacOS 14,Network,none,True,success,Normal
2026-02-25T06:14:21Z,finance01@contoso.com,10.0.0.12,0,Success,Canada,Berlin,Microsoft 365 Admin Center,Unknown,MacOS 13,Network,none,False,success,Normal
2026-02-25T06:16:21Z,john.doe@contoso.com,172.16.0.5,50126,Invalid username or password,United Kingdom,London,Microsoft 365 Admin Center,Edge 120,Unknown,RemoteInteractive,none,False,success,Normal
2026-02-25T06:17:21Z,admin@contoso.com,172.16.0.5,0,Success,Australia,Berlin,Microsoft 365 Admin Center,Edge 120,Windows 11,Service,none,True,success,Normal
2026-02-25T06:18:21Z,sarah.lee@contoso.com,10.0.0.12,50126,Invalid username or password,United Kingdom,Berlin,Microsoft Teams,Unknown,Unknown,Interactive,none,False,success,Normal
2026-02-25T06:18:21Z,jane.smith@contoso.com,192.168.1.42,0,Success,Australia,New York,Azure Portal,Unknown,iOS 17,RemoteInteractive,none,True,success,Normal
2026-02-25T06:19:21Z,guest@contoso.com,192.168.1.10,0,Success,Canada,Berlin,SharePoint Online,Firefox 121,Android 14,Interactive,none,False,unknownFutureValue,Normal
2026-02-25T06:19:21Z,jane.smith@contoso.com,192.168.1.10,0,Success,United Kingdom,Sydney,SharePoint Online,Internet Explorer 11,MacOS 13,Interactive,low,False,success,Normal
2026-02-25T06:26:21Z,ceo@contoso.com,10.0.0.33,0,Success,Canada,New York,SharePoint Online,Internet Explorer 11,MacOS 14,Service,none,False,success,Normal
2026-02-25T06:30:21Z,david.clark@contoso.com,10.0.0.33,0,Success,Germany,London,Office 365 Exchange Online,Unknown,iOS 17,Service,none,True,success,Normal
2026-02-25T06:33:21Z,svc.backup@contoso.com,10.0.0.12,500121,MFA denied by user,Australia,Toronto,SharePoint Online,Safari 17,MacOS 13,Batch,none,False,success,Normal
2026-02-25T06:34:21Z,ceo@contoso.com,172.16.0.20,0,Success,United Kingdom,Sydney,Azure Portal,Chrome 120,Windows 11,Interactive,none,False,success,Normal
2026-02-25T06:37:21Z,ceo@contoso.com,10.0.0.12,0,Success,Germany,London,SharePoint Online,Safari 17,iOS 17,Network,none,True,success,Normal
2026-02-25T06:39:21Z,jane.smith@contoso.com,10.0.0.5,0,Success,Australia,Berlin,Azure Portal,Firefox 121,Android 14,Network,medium,True,success,Normal
2026-02-25T06:40:21Z,jane.smith@contoso.com,192.168.1.10,0,Success,Germany,New York,Azure Active Directory,Internet Explorer 11,MacOS 14,Interactive,none,True,success,Normal
2026-02-25T06:42:21Z,admin@contoso.com,192.168.1.10,0,Success,Canada,Berlin,Office 365 Exchange Online,Chrome 120,Android 14,Service,none,True,success,Normal
2026-02-25T06:45:21Z,david.clark@contoso.com,192.168.1.25,0,Success,Germany,London,Azure Portal,Chrome 120,MacOS 14,Service,none,True,success,Normal
2026-02-25T06:46:21Z,finance01@contoso.com,192.168.1.25,0,Success,United States,New York,Outlook Web Access,Safari 17,Unknown,Network,none,True,success,Normal
2026-02-25T06:47:21Z,helpdesk@contoso.com,172.16.0.5,0,Success,Germany,Toronto,SharePoint Online,Internet Explorer 11,Windows 11,Network,none,False,success,Normal
2026-02-25T06:47:21Z,john.doe@contoso.com,172.16.0.5,0,Success,Australia,Toronto,SharePoint Online,Unknown,Android 14,Batch,none,True,unknownFutureValue,Normal
2026-02-25T06:48:21Z,david.clark@contoso.com,192.168.1.25,0,Success,United Kingdom,London,Azure Portal,Edge 120,Windows 10,RemoteInteractive,none,False,success,Normal
2026-02-25T06:50:21Z,admin@contoso.com,172.16.0.20,0,Success,Germany,Sydney,Office 365 Exchange Online,Firefox 121,iOS 17,Interactive,none,False,success,Normal
2026-02-25T06:52:21Z,guest@contoso.com,192.168.1.10,0,Success,Germany,Sydney,Azure Portal,Edge 120,Android 14,Network,none,True,success,Normal
2026-02-25T06:55:21Z,admin@contoso.com,10.0.0.5,0,Success,Germany,New York,Outlook Web Access,Firefox 121,Windows 10,Network,none,True,success,Normal
2026-02-25T06:56:21Z,guest@contoso.com,172.16.0.20,0,Success,Australia,London,Azure Active Directory,Chrome 120,MacOS 13,Network,none,False,success,Normal
2026-02-25T06:56:21Z,jane.smith@contoso.com,172.16.0.20,0,Success,Australia,London,Microsoft Teams,Internet Explorer 11,iOS 17,RemoteInteractive,none,True,success,Normal
2026-02-25T07:02:21Z,guest@contoso.com,10.0.0.12,0,Success,United Kingdom,Toronto,OneDrive,Edge 120,Android 14,Network,none,True,success,Normal
2026-02-25T07:03:21Z,john.doe@contoso.com,10.0.0.12,0,Success,United Kingdom,London,Microsoft Teams,Edge 120,MacOS 14,Service,none,False,success,Normal
2026-02-25T07:07:21Z,alice.brown@contoso.com,10.0.0.5,0,Success,United Kingdom,Toronto,Microsoft Teams,Edge 120,iOS 17,Network,none,True,success,Normal
2026-02-25T07:14:21Z,guest@contoso.com,192.168.1.42,0,Success,United States,Toronto,Microsoft Teams,Firefox 121,Unknown,RemoteInteractive,none,True,success,Normal
2026-02-25T07:14:21Z,sarah.lee@contoso.com,192.168.1.10,0,Success,Germany,London,SharePoint Online,Chrome 120,MacOS 13,Service,none,True,failure,Normal
2026-02-25T07:17:21Z,mary.jones@contoso.com,10.0.0.12,0,Success,Canada,London,Outlook Web Access,Internet Explorer 11,Windows 11,Network,low,True,success,Normal
2026-02-25T07:17:21Z,david.clark@contoso.com,172.16.0.20,0,Success,United States,New York,Microsoft Teams,Internet Explorer 11,Unknown,Interactive,none,True,success,Normal
2026-02-25T07:19:21Z,admin@contoso.com,172.16.0.20,0,Success,United States,Berlin,Outlook Web Access,Unknown,Windows 10,RemoteInteractive,none,True,success,Normal
2026-02-25T07:19:21Z,bob.wilson@contoso.com,10.0.0.12,0,Success,United Kingdom,Berlin,Outlook Web Access,Edge 120,Windows 11,Interactive,none,True,success,Normal
2026-02-25T07:23:21Z,admin@contoso.com,172.16.0.5,0,Success,Canada,New York,Microsoft Teams,Chrome 120,Windows 10,Network,none,False,success,Normal
2026-02-25T07:23:21Z,svc.azure@contoso.com,10.0.0.12,0,Success,United States,Berlin,Azure Portal,Edge 120,Windows 10,Interactive,low,True,success,Normal
2026-02-25T07:23:21Z,sarah.lee@contoso.com,10.0.0.12,500121,MFA denied by user,Canada,London,Outlook Web Access,Chrome 120,Windows 11,Interactive,none,True,success,Normal
2026-02-25T07:25:21Z,bob.wilson@contoso.com,192.168.1.42,0,Success,United Kingdom,Toronto,Microsoft 365 Admin Center,Safari 17,iOS 17,Network,none,True,success,Normal
2026-02-25T07:25:21Z,sarah.lee@contoso.com,172.16.0.5,0,Success,Canada,Sydney,Microsoft 365 Admin Center,Safari 17,MacOS 14,Interactive,none,True,success,Normal
2026-02-25T07:27:21Z,mary.jones@contoso.com,10.0.0.5,0,Success,United Kingdom,Sydney,Azure Active Directory,Edge 120,Android 14,Network,none,True,success,Normal
2026-02-25T07:28:21Z,david.clark@contoso.com,10.0.0.12,0,Success,Australia,Berlin,Microsoft Teams,Chrome 120,Windows 10,RemoteInteractive,none,True,success,Normal
2026-02-25T07:30:21Z,ceo@contoso.com,192.168.1.25,0,Success,United Kingdom,Toronto,Office 365 Exchange Online,Chrome 120,Android 14,Interactive,none,True,success,Normal
2026-02-25T07:31:21Z,guest@contoso.com,172.16.0.5,0,Success,Germany,London,Azure Portal,Firefox 121,Unknown,Network,none,True,success,Normal
2026-02-25T07:32:21Z,guest@contoso.com,192.168.1.25,0,Success,Germany,New York,SharePoint Online,Edge 120,Windows 11,Network,none,True,success,Normal
2026-02-25T07:34:21Z,it.admin@contoso.com,192.168.1.25,500121,MFA denied by user,Australia,London,OneDrive,Internet Explorer 11,Android 14,Interactive,none,True,success,Normal
2026-02-25T07:37:21Z,jane.smith@contoso.com,192.168.1.25,0,Success,Germany,Berlin,Azure Active Directory,Firefox 121,Windows 10,RemoteInteractive,none,False,notApplied,Normal
2026-02-25T07:39:21Z,mary.jones@contoso.com,192.168.1.42,0,Success,Germany,New York,Microsoft Teams,Chrome 120,MacOS 13,Interactive,none,True,success,Normal
2026-02-25T07:39:21Z,jane.smith@contoso.com,172.16.0.20,0,Success,Canada,London,OneDrive,Safari 17,iOS 17,Network,low,False,success,Normal
2026-02-25T07:43:21Z,admin@contoso.com,192.168.1.10,0,Success,Australia,New York,Azure Active Directory,Chrome 120,Windows 10,Service,none,False,success,Normal
2026-02-25T07:45:21Z,admin@contoso.com,10.0.0.33,0,Success,Canada,Berlin,Azure Active Directory,Unknown,Windows 11,Network,none,True,success,Normal
2026-02-25T07:48:21Z,admin@contoso.com,10.0.0.12,0,Success,United Kingdom,Berlin,Microsoft Teams,Internet Explorer 11,Unknown,Network,none,True,success,Normal
2026-02-25T07:50:21Z,admin@contoso.com,192.168.1.25,0,Success,United Kingdom,Toronto,Azure Portal,Chrome 120,iOS 17,RemoteInteractive,none,False,success,Normal
2026-02-25T07:52:21Z,john.doe@contoso.com,172.16.0.5,0,Success,Germany,Toronto,Microsoft 365 Admin Center,Internet Explorer 11,MacOS 13,Service,none,True,success,Normal
2026-02-25T07:56:21Z,alice.brown@contoso.com,192.168.1.42,0,Success,United Kingdom,New York,Outlook Web Access,Safari 17,MacOS 14,Network,none,False,success,Normal
2026-02-25T07:56:21Z,helpdesk@contoso.com,192.168.1.42,0,Success,Australia,New York,Azure Active Directory,Safari 17,Unknown,Interactive,none,False,success,Normal
2026-02-25T07:56:21Z,ceo@contoso.com,10.0.0.5,0,Success,Germany,London,Azure Portal,Edge 120,Windows 10,Batch,none,False,failure,Normal
2026-02-25T07:58:21Z,helpdesk@contoso.com,192.168.1.42,0,Success,Australia,Berlin,Outlook Web Access,Edge 120,Android 14,Interactive,none,False,notApplied,Normal
2026-02-25T08:04:21Z,david.clark@contoso.com,10.0.0.12,0,Success,Germany,Berlin,SharePoint Online,Chrome 120,Android 14,Network,none,False,notApplied,Normal
2026-02-25T08:05:21Z,helpdesk@contoso.com,10.0.0.5,0,Success,Germany,New York,Azure Portal,Firefox 121,Windows 10,Service,none,False,notApplied,Normal
2026-02-25T08:06:21Z,alice.brown@contoso.com,172.16.0.20,0,Success,Germany,New York,Office 365 Exchange Online,Safari 17,MacOS 13,Network,none,True,success,Normal
2026-02-25T08:07:21Z,sarah.lee@contoso.com,10.0.0.33,0,Success,Canada,London,SharePoint Online,Internet Explorer 11,Windows 10,RemoteInteractive,none,False,success,Normal
2026-02-25T08:07:21Z,helpdesk@contoso.com,172.16.0.5,0,Success,Germany,London,Office 365 Exchange Online,Internet Explorer 11,Windows 11,Network,none,False,success,Normal
2026-02-25T08:07:21Z,alice.brown@contoso.com,192.168.1.42,0,Success,Australia,Toronto,Microsoft 365 Admin Center,Safari 17,Unknown,Network,none,True,success,Normal
2026-02-25T08:08:21Z,admin@contoso.com,10.0.0.12,0,Success,Australia,London,Microsoft 365 Admin Center,Internet Explorer 11,MacOS 14,Network,none,False,success,Normal
2026-02-25T08:10:21Z,admin@contoso.com,192.168.1.42,0,Success,United Kingdom,Sydney,Outlook Web Access,Edge 120,iOS 17,Interactive,none,True,success,Normal
2026-02-25T08:11:21Z,david.clark@contoso.com,192.168.1.25,0,Success,United Kingdom,Berlin,SharePoint Online,Safari 17,Android 14,Interactive,none,False,notApplied,Normal
2026-02-25T08:14:21Z,alice.brown@contoso.com,10.0.0.5,0,Success,Canada,Toronto,Azure Active Directory,Edge 120,MacOS 13,Service,none,True,notApplied,Normal
2026-02-25T08:15:21Z,finance01@contoso.com,10.0.0.12,0,Success,United Kingdom,Sydney,Office 365 Exchange Online,Edge 120,Windows 10,Interactive,low,False,notApplied,Normal
2026-02-25T08:18:21Z,admin@contoso.com,192.168.1.42,0,Success,Germany,London,Azure Portal,Safari 17,MacOS 13,Network,none,False,failure,Normal
2026-02-25T08:18:21Z,mary.jones@contoso.com,10.0.0.12,0,Success,Australia,Berlin,Azure Active Directory,Safari 17,iOS 17,Network,none,False,notApplied,Normal
2026-02-25T08:19:21Z,finance01@contoso.com,172.16.0.5,0,Success,Germany,London,SharePoint Online,Edge 120,MacOS 14,Interactive,none,True,success,Normal
2026-02-25T08:20:21Z,svc.azure@contoso.com,192.168.1.42,0,Success,United Kingdom,Toronto,OneDrive,Chrome 120,iOS 17,Network,none,True,success,Normal
2026-02-25T08:25:21Z,ceo@contoso.com,192.168.1.25,0,Success,United Kingdom,New York,Microsoft Teams,Chrome 120,Windows 10,Network,none,False,success,Normal
2026-02-25T08:26:21Z,finance01@contoso.com,192.168.1.25,0,Success,Australia,Berlin,Microsoft 365 Admin Center,Firefox 121,Windows 11,Interactive,none,True,success,Normal
2026-02-25T08:26:21Z,ceo@contoso.com,10.0.0.12,0,Success,Australia,Sydney,Office 365 Exchange Online,Chrome 120,Android 14,Network,none,True,success,Normal
2026-02-25T08:27:21Z,sarah.lee@contoso.com,10.0.0.33,0,Success,United States,New York,Microsoft Teams,Internet Explorer 11,Windows 11,Interactive,none,False,success,Normal
2026-02-25T08:28:21Z,mary.jones@contoso.com,192.168.1.10,0,Success,Germany,London,Outlook Web Access,Internet Explorer 11,MacOS 13,Network,none,True,success,Normal
2026-02-25T08:28:21Z,bob.wilson@contoso.com,10.0.0.5,0,Success,Germany,Sydney,SharePoint Online,Unknown,Unknown,Interactive,none,True,success,Normal
2026-02-25T08:29:21Z,svc.azure@contoso.com,10.0.0.12,0,Success,Canada,Toronto,Azure Active Directory,Firefox 121,iOS 17,Network,none,False,success,Normal
2026-02-25T08:30:21Z,it.admin@contoso.com,192.168.1.42,0,Success,Canada,Toronto,Azure Portal,Edge 120,Unknown,Interactive,none,False,success,Normal
2026-02-25T08:33:21Z,bob.wilson@contoso.com,192.168.1.25,0,Success,United Kingdom,Sydney,Microsoft Teams,Safari 17,MacOS 14,Network,none,True,success,Normal
2026-02-25T08:35:21Z,admin@contoso.com,192.168.1.10,0,Success,Canada,Toronto,OneDrive,Safari 17,Android 14,RemoteInteractive,low,True,success,Normal
2026-02-25T08:37:21Z,bob.wilson@contoso.com,172.16.0.5,0,Success,United Kingdom,Berlin,Outlook Web Access,Edge 120,Windows 11,Network,low,True,success,Normal
2026-02-25T08:38:21Z,john.doe@contoso.com,172.16.0.5,0,Success,United States,Sydney,OneDrive,Safari 17,Android 14,Interactive,none,True,success,Normal
2026-02-25T08:38:21Z,jane.smith@contoso.com,10.0.0.33,0,Success,Germany,Berlin,Microsoft 365 Admin Center,Firefox 121,MacOS 14,Network,none,True,success,Normal
2026-02-25T08:38:21Z,sarah.lee@contoso.com,192.168.1.42,50126,Invalid username or password,United States,London,Office 365 Exchange Online,Internet Explorer 11,Android 14,Network,none,True,success,Normal
2026-02-25T08:39:21Z,david.clark@contoso.com,10.0.0.33,0,Success,United States,London,Microsoft Teams,Edge 120,MacOS 13,Network,none,False,success,Normal
2026-02-25T08:40:21Z,helpdesk@contoso.com,10.0.0.5,0,Success,Canada,Toronto,Office 365 Exchange Online,Edge 120,MacOS 13,Network,low,False,success,Normal
2026-02-25T08:42:21Z,it.admin@contoso.com,10.0.0.5,0,Success,Canada,Toronto,Azure Active Directory,Unknown,Windows 11,Interactive,none,True,success,Normal
2026-02-25T08:46:21Z,finance01@contoso.com,10.0.0.5,0,Success,United States,New York,Microsoft Teams,Firefox 121,Windows 10,Network,none,True,success,Normal
2026-02-25T08:48:21Z,bob.wilson@contoso.com,172.16.0.5,0,Success,Germany,London,Azure Active Directory,Unknown,MacOS 13,Interactive,none,True,success,Normal
2026-02-25T08:50:21Z,svc.backup@contoso.com,192.168.1.10,0,Success,United States,London,SharePoint Online,Internet Explorer 11,Windows 11,Network,none,False,notApplied,Normal
2026-02-25T08:55:21Z,alice.brown@contoso.com,192.168.1.42,0,Success,United Kingdom,Toronto,OneDrive,Edge 120,MacOS 14,Network,none,False,success,Normal
2026-02-25T08:57:21Z,helpdesk@contoso.com,192.168.1.42,0,Success,Canada,Berlin,Outlook Web Access,Chrome 120,MacOS 14,Interactive,none,False,success,Normal
2026-02-25T08:58:21Z,finance01@contoso.com,192.168.1.25,0,Success,Germany,Toronto,Microsoft 365 Admin Center,Chrome 120,Windows 11,Network,none,False,success,Normal
2026-02-25T08:59:21Z,jane.smith@contoso.com,172.16.0.5,50126,Invalid username or password,United Kingdom,New York,SharePoint Online,Firefox 121,MacOS 13,RemoteInteractive,none,True,success,Normal
2026-02-25T09:00:21Z,jane.smith@contoso.com,172.16.0.20,0,Success,United States,Sydney,Azure Portal,Unknown,Unknown,Network,none,True,success,Normal
2026-02-25T09:04:21Z,jane.smith@contoso.com,10.0.0.12,0,Success,Germany,Sydney,Microsoft Teams,Unknown,MacOS 14,Network,medium,True,success,Normal
2026-02-25T09:05:21Z,jane.smith@contoso.com,192.168.1.42,0,Success,United Kingdom,Toronto,SharePoint Online,Safari 17,Windows 10,Interactive,none,True,notApplied,Normal
2026-02-25T09:05:21Z,it.admin@contoso.com,10.0.0.12,0,Success,Canada,New York,Outlook Web Access,Edge 120,Windows 10,Network,none,False,notApplied,Normal
2026-02-25T09:06:21Z,alice.brown@contoso.com,10.0.0.5,0,Success,United States,London,Azure Active Directory,Safari 17,iOS 17,Interactive,none,True,success,Normal
2026-02-25T09:08:21Z,bob.wilson@contoso.com,192.168.1.10,0,Success,Germany,Sydney,Microsoft Teams,Firefox 121,iOS 17,Network,low,False,success,Normal
2026-02-25T09:13:21Z,bob.wilson@contoso.com,192.168.1.10,0,Success,Canada,London,Azure Active Directory,Firefox 121,Android 14,RemoteInteractive,none,True,success,Normal
2026-02-25T09:15:21Z,ceo@contoso.com,192.168.1.10,0,Success,United States,Toronto,Microsoft Teams,Safari 17,Windows 10,Interactive,none,True,success,Normal
2026-02-25T09:15:21Z,alice.brown@contoso.com,172.16.0.5,50126,Invalid username or password,Canada,London,Microsoft Teams,Unknown,Windows 11,Network,none,True,success,Normal
2026-02-25T09:16:21Z,sarah.lee@contoso.com,192.168.1.25,0,Success,Germany,Toronto,SharePoint Online,Edge 120,Unknown,Interactive,none,True,success,Normal
2026-02-25T09:19:21Z,mary.jones@contoso.com,172.16.0.20,0,Success,Germany,Sydney,Outlook Web Access,Edge 120,Windows 10,Network,none,True,success,Normal
2026-02-25T09:26:21Z,svc.backup@contoso.com,172.16.0.20,0,Success,Canada,Toronto,Microsoft 365 Admin Center,Chrome 120,Unknown,RemoteInteractive,none,True,success,Normal
2026-02-25T09:27:21Z,alice.brown@contoso.com,172.16.0.5,0,Success,Canada,London,SharePoint Online,Internet Explorer 11,Windows 11,Service,none,True,success,Normal
2026-02-25T09:28:21Z,sarah.lee@contoso.com,10.0.0.12,0,Success,Australia,Sydney,Azure Portal,Chrome 120,MacOS 14,RemoteInteractive,none,False,success,Normal
2026-02-25T09:30:21Z,guest@contoso.com,172.16.0.5,0,Success,Canada,Sydney,OneDrive,Edge 120,Android 14,RemoteInteractive,none,True,success,Normal
2026-02-25T09:30:21Z,david.clark@contoso.com,10.0.0.33,0,Success,Canada,Sydney,Microsoft 365 Admin Center,Internet Explorer 11,MacOS 14,RemoteInteractive,none,True,success,Normal
2026-02-25T09:30:21Z,admin@contoso.com,192.168.1.10,0,Success,United States,New York,Microsoft 365 Admin Center,Chrome 120,MacOS 13,Interactive,none,True,notApplied,Normal
2026-02-25T09:32:21Z,david.clark@contoso.com,10.0.0.5,0,Success,Germany,London,SharePoint Online,Firefox 121,Windows 11,Interactive,none,True,success,Normal
2026-02-25T09:32:21Z,admin@contoso.com,10.0.0.5,0,Success,Germany,Sydney,OneDrive,Internet Explorer 11,Windows 10,Interactive,none,True,success,Normal
2026-02-25T09:32:21Z,admin@contoso.com,192.168.1.10,0,Success,United Kingdom,New York,Azure Active Directory,Safari 17,iOS 17,Interactive,none,False,success,Normal
2026-02-25T09:34:21Z,admin@contoso.com,10.0.0.33,0,Success,Australia,London,Microsoft 365 Admin Center,Safari 17,iOS 17,Network,none,True,success,Normal
2026-02-25T09:43:21Z,bob.wilson@contoso.com,172.16.0.5,0,Success,Canada,Toronto,Azure Active Directory,Unknown,MacOS 13,Interactive,none,True,success,Normal
2026-02-25T09:43:21Z,alice.brown@contoso.com,10.0.0.33,0,Success,Germany,London,Microsoft Teams,Firefox 121,iOS 17,RemoteInteractive,none,False,failure,Normal
2026-02-25T09:48:21Z,alice.brown@contoso.com,10.0.0.5,0,Success,United States,London,Outlook Web Access,Edge 120,MacOS 13,Network,none,True,success,Normal
2026-02-25T09:48:21Z,david.clark@contoso.com,172.16.0.20,0,Success,United Kingdom,Sydney,Azure Active Directory,Chrome 120,MacOS 13,Service,none,False,success,Normal
2026-02-25T09:49:21Z,bob.wilson@contoso.com,10.0.0.12,0,Success,United States,Berlin,Office 365 Exchange Online,Safari 17,iOS 17,Interactive,low,False,success,Normal
2026-02-25T09:54:21Z,svc.backup@contoso.com,192.168.1.25,0,Success,Australia,Berlin,OneDrive,Firefox 121,Windows 10,Network,none,False,success,Normal
2026-02-25T09:54:21Z,david.clark@contoso.com,192.168.1.42,0,Success,United States,Toronto,Azure Active Directory,Edge 120,Unknown,Interactive,none,False,success,Normal
2026-02-25T09:57:21Z,alice.brown@contoso.com,10.0.0.12,0,Success,Canada,Toronto,Microsoft Teams,Firefox 121,MacOS 13,RemoteInteractive,none,True,success,Normal
2026-02-25T09:58:21Z,admin@contoso.com,192.168.1.10,0,Success,Canada,New York,Office 365 Exchange Online,Edge 120,Unknown,Service,none,False,success,Normal
2026-02-25T09:58:21Z,guest@contoso.com,10.0.0.5,0,Success,Canada,Berlin,Office 365 Exchange Online,Chrome 120,Unknown,Interactive,none,False,success,Normal
2026-02-25T10:01:21Z,bob.wilson@contoso.com,192.168.1.10,0,Success,Germany,Sydney,Office 365 Exchange Online,Firefox 121,Unknown,Network,low,True,success,Normal
2026-02-25T10:03:21Z,admin@contoso.com,10.0.0.12,0,Success,United Kingdom,Toronto,Microsoft 365 Admin Center,Edge 120,Unknown,Interactive,none,False,success,Normal
2026-02-25T10:06:21Z,admin@contoso.com,10.0.0.12,0,Success,Germany,London,Microsoft 365 Admin Center,Chrome 120,MacOS 14,Service,none,False,success,Normal
2026-02-25T10:06:21Z,bob.wilson@contoso.com,10.0.0.33,0,Success,Germany,Sydney,Microsoft Teams,Safari 17,Windows 10,RemoteInteractive,none,False,success,Normal
2026-02-25T10:09:21Z,sarah.lee@contoso.com,172.16.0.20,0,Success,Germany,Sydney,Office 365 Exchange Online,Unknown,Android 14,Network,none,True,notApplied,Normal
2026-02-25T10:10:21Z,david.clark@contoso.com,10.0.0.5,0,Success,Canada,London,OneDrive,Chrome 120,MacOS 14,Network,none,False,success,Normal
2026-02-25T10:10:21Z,sarah.lee@contoso.com,10.0.0.33,0,Success,Germany,Sydney,OneDrive,Internet Explorer 11,MacOS 14,Network,none,True,success,Normal
2026-02-25T10:15:21Z,admin@contoso.com,10.0.0.33,0,Success,Germany,London,OneDrive,Edge 120,Windows 11,RemoteInteractive,none,True,success,Normal
2026-02-25T10:15:21Z,sarah.lee@contoso.com,192.168.1.10,0,Success,Canada,Toronto,Azure Portal,Edge 120,Unknown,Interactive,none,False,success,Normal
2026-02-25T10:20:21Z,svc.backup@contoso.com,192.168.1.25,0,Success,Canada,Toronto,OneDrive,Chrome 120,Unknown,Interactive,none,True,notApplied,Normal
2026-02-25T10:24:21Z,david.clark@contoso.com,192.168.1.25,0,Success,Canada,Berlin,SharePoint Online,Edge 120,Windows 10,Network,none,False,success,Normal
2026-02-25T10:25:21Z,guest@contoso.com,10.0.0.33,0,Success,Germany,New York,Azure Active Directory,Unknown,Unknown,Network,none,False,success,Normal
